timestamp,value,label
1424958173,104,0
1424958473,100,0
1424958773,99,0
1424959073,154,0
1424959373,120,0
1424959673,90,0
1424959973,92,0
1424960273,71,0
1424960573,339,0
1424960873,178,0
1424961173,144,0
1424961473,143,0
1424961773,179,0
1424962073,245,0
1424962373,166,0
1424962673,139,0
1424962973,112,0
1424963273,95,0
1424963573,70,0
1424963873,74,0
1424964173,88,0
1424964473,75,0
1424964773,77,0
1424965073,110,0
1424965373,83,0
1424965673,66,0
1424965973,59,0
1424966273,64,0
1424966573,72,0
1424966873,71,0
1424967173,53,0
1424967473,61,0
1424967773,73,0
1424968073,71,0
1424968373,66,0
1424968673,42,0
1424968973,59,0
1424969273,39,0
1424969573,49,0
1424969873,51,0
1424970173,44,0
1424970473,45,0
1424970773,36,0
1424971073,36,0
1424971373,34,0
1424971673,45,0
1424971973,45,0
1424972273,42,0
1424972573,61,0
1424972873,50,0
1424973173,43,0
1424973473,46,0
1424973773,41,0
1424974073,61,0
1424974373,171,0
1424974673,95,0
1424974973,60,0
1424975273,65,0
1424975573,55,0
1424975873,58,0
1424976173,51,0
1424976473,48,0
1424976773,42,0
1424977073,35,0
1424977373,37,0
1424977673,35,0
1424977973,33,0
1424978273,44,0
1424978573,93,0
1424978873,107,0
1424979173,67,0
1424979473,77,0
1424979773,42,0
1424980073,41,0
1424980373,41,0
1424980673,61,0
1424980973,44,0
1424981273,27,0
1424981573,37,0
1424981873,36,0
1424982173,49,0
1424982473,36,0
1424982773,41,0
1424983073,32,0
1424983373,50,0
1424983673,43,0
1424983973,50,0
1424984273,47,0
1424984573,50,0
1424984873,45,0
1424985173,56,0
1424985473,40,0
1424985773,32,0
1424986073,57,0
1424986373,73,0
1424986673,49,0
1424986973,59,0
1424987273,140,0
1424987573,56,0
1424987873,44,0
1424988173,38,0
1424988473,37,0
1424988773,28,0
1424989073,30,0
1424989373,32,0
1424989673,38,0
1424989973,47,0
1424990273,31,0
1424990573,30,0
1424990873,26,0
1424991173,20,0
1424991473,36,0
1424991773,28,0
1424992073,23,0
1424992373,15,0
1424992673,25,0
1424992973,20,0
1424993273,19,0
1424993573,19,0
1424993873,18,0
1424994173,21,0
1424994473,17,0
1424994773,11,0
1424995073,32,0
1424995373,13,0
1424995673,13,0
1424995973,31,0
1424996273,23,0
1424996573,19,0
1424996873,22,0
1424997173,18,0
1424997473,23,0
1424997773,42,0
1424998073,14,0
1424998373,14,0
1424998673,23,0
1424998973,15,0
1424999273,15,0
1424999573,11,0
1424999873,18,0
1425000173,11,0
1425000473,20,0
1425000773,26,0
1425001073,14,0
1425001373,17,0
1425001673,17,0
1425001973,18,0
1425002273,20,0
1425002573,22,0
1425002873,19,0
1425003173,31,0
1425003473,16,0
1425003773,17,0
1425004073,17,0
1425004373,27,0
1425004673,32,0
1425004973,27,0
1425005273,30,0
1425005573,21,0
1425005873,24,0
1425006173,29,0
1425006473,30,0
1425006773,14,0
1425007073,30,0
1425007373,10,0
1425007673,41,0
1425007973,18,0
1425008273,25,0
1425008573,44,0
1425008873,36,0
1425009173,16,0
1425009473,39,0
1425009773,19,0
1425010073,34,0
1425010373,42,0
1425010673,30,0
1425010973,24,0
1425011273,35,0
1425011573,34,0
1425011873,23,0
1425012173,50,0
1425012473,39,0
1425012773,32,0
1425013073,42,0
1425013373,38,0
1425013673,34,0
1425013973,42,0
1425014273,44,0
1425014573,53,0
1425014873,37,0
1425015173,29,0
1425015473,28,0
1425015773,41,0
1425016073,34,0
1425016373,37,0
1425016673,222,0
1425016973,46,0
1425017273,32,0
1425017573,37,0
1425017873,110,0
1425018173,65,0
1425018473,42,0
1425018773,54,0
1425019073,66,0
1425019373,46,0
1425019673,42,0
1425019973,38,0
1425020273,102,0
1425020573,92,0
1425020873,62,0
1425021173,62,0
1425021473,56,0
1425021773,86,0
1425022073,67,0
1425022373,62,0
1425022673,56,0
1425022973,61,0
1425023273,58,0
1425023573,52,0
1425023873,50,0
1425024173,51,0
1425024473,47,0
1425024773,41,0
1425025073,52,0
1425025373,37,0
1425025673,68,0
1425025973,68,0
1425026273,109,0
1425026573,80,0
1425026873,108,0
1425027173,65,0
1425027473,172,0
1425027773,172,0
1425028073,271,0
1425028373,456,0
1425028673,440,0
1425028973,477,0
1425029273,426,0
1425029573,284,0
1425029873,159,0
1425030173,112,0
1425030473,118,0
1425030773,70,0
1425031073,59,0
1425031373,51,0
1425031673,63,0
1425031973,45,0
1425032273,108,0
1425032573,68,0
1425032873,105,0
1425033173,52,0
1425033473,95,0
1425033773,111,0
1425034073,116,0
1425034373,155,0
1425034673,141,0
1425034973,115,0
1425035273,137,0
1425035573,112,0
1425035873,113,0
1425036173,136,0
1425036473,119,0
1425036773,97,0
1425037073,102,0
1425037373,101,0
1425037673,96,0
1425037973,87,0
1425038273,93,0
1425038573,103,0
1425038873,96,0
1425039173,99,0
1425039473,110,0
1425039773,90,0
1425040073,154,0
1425040373,131,0
1425040673,130,0
1425040973,100,0
1425041273,93,0
1425041573,95,0
1425041873,109,0
1425042173,92,0
1425042473,111,0
1425042773,99,0
1425043073,122,0
1425043373,89,0
1425043673,108,0
1425043973,106,0
1425044273,118,0
1425044573,110,0
1425044873,138,0
1425045173,111,0
1425045473,123,0
1425045773,120,0
1425046073,89,0
1425046373,88,0
1425046673,147,0
1425046973,129,0
1425047273,141,0
1425047573,129,0
1425047873,81,0
1425048173,90,0
1425048473,90,0
1425048773,96,0
1425049073,95,0
1425049373,85,0
1425049673,96,0
1425049973,114,0
1425050273,60,0
1425050573,73,0
1425050873,88,0
1425051173,106,0
1425051473,103,0
1425051773,115,0
1425052073,90,0
1425052373,93,0
1425052673,96,0
1425052973,106,0
1425053273,91,0
1425053573,78,0
1425053873,86,0
1425054173,90,0
1425054473,96,0
1425054773,74,0
1425055073,96,0
