timestamp,value,label
1424958173,53,0
1424958473,64,0
1424958773,49,0
1424959073,48,0
1424959373,22,0
1424959673,23,0
1424959973,17,0
1424960273,35,0
1424960573,23,0
1424960873,39,0
1424961173,26,0
1424961473,33,0
1424961773,51,0
1424962073,41,0
1424962373,34,0
1424962673,38,0
1424962973,45,0
1424963273,42,0
1424963573,39,0
1424963873,40,0
1424964173,24,0
1424964473,36,0
1424964773,18,0
1424965073,25,0
1424965373,21,0
1424965673,13,0
1424965973,7,0
1424966273,18,0
1424966573,18,0
1424966873,28,0
1424967173,14,0
1424967473,25,0
1424967773,26,0
1424968073,15,0
1424968373,16,0
1424968673,20,0
1424968973,13,0
1424969273,19,0
1424969573,13,0
1424969873,17,0
1424970173,14,0
1424970473,24,0
1424970773,19,0
1424971073,8,0
1424971373,10,0
1424971673,9,0
1424971973,17,0
1424972273,9,0
1424972573,16,0
1424972873,17,0
1424973173,17,0
1424973473,22,0
1424973773,13,0
1424974073,13,0
1424974373,15,0
1424974673,7,0
1424974973,29,0
1424975273,62,0
1424975573,26,0
1424975873,28,0
1424976173,85,0
1424976473,70,0
1424976773,36,0
1424977073,39,0
1424977373,28,0
1424977673,40,0
1424977973,176,0
1424978273,205,0
1424978573,164,0
1424978873,116,0
1424979173,14,0
1424979473,23,0
1424979773,18,0
1424980073,17,0
1424980373,18,0
1424980673,19,0
1424980973,18,0
1424981273,21,0
1424981573,21,0
1424981873,15,0
1424982173,11,0
1424982473,22,0
1424982773,13,0
1424983073,5,0
1424983373,18,0
1424983673,16,0
1424983973,14,0
1424984273,19,0
1424984573,14,0
1424984873,7,0
1424985173,17,0
1424985473,10,0
1424985773,12,0
1424986073,23,0
1424986373,11,0
1424986673,16,0
1424986973,8,0
1424987273,14,0
1424987573,11,0
1424987873,9,0
1424988173,6,0
1424988473,12,0
1424988773,20,0
1424989073,5,0
1424989373,8,0
1424989673,11,0
1424989973,14,0
1424990273,8,0
1424990573,8,0
1424990873,13,0
1424991173,13,0
1424991473,12,0
1424991773,7,0
1424992073,17,0
1424992373,18,0
1424992673,16,0
1424992973,11,0
1424993273,10,0
1424993573,7,0
1424993873,11,0
1424994173,6,0
1424994473,12,0
1424994773,6,0
1424995073,13,0
1424995373,25,0
1424995673,12,0
1424995973,7,0
1424996273,13,0
1424996573,5,0
1424996873,8,0
1424997173,10,0
1424997473,8,0
1424997773,10,0
1424998073,7,0
1424998373,6,0
1424998673,17,0
1424998973,18,0
1424999273,8,0
1424999573,11,0
1424999873,10,0
1425000173,14,0
1425000473,11,0
1425000773,16,0
1425001073,10,0
1425001373,8,0
1425001673,9,0
1425001973,8,0
1425002273,14,0
1425002573,15,0
1425002873,9,0
1425003173,13,0
1425003473,22,0
1425003773,8,0
1425004073,11,0
1425004373,17,0
1425004673,7,0
1425004973,11,0
1425005273,10,0
1425005573,13,0
1425005873,14,0
1425006173,15,0
1425006473,13,0
1425006773,13,0
1425007073,9,0
1425007373,12,0
1425007673,19,0
1425007973,19,0
1425008273,27,0
1425008573,28,0
1425008873,25,0
1425009173,17,0
1425009473,17,0
1425009773,12,0
1425010073,14,0
1425010373,16,0
1425010673,15,0
1425010973,15,0
1425011273,16,0
1425011573,10,0
1425011873,17,0
1425012173,15,0
1425012473,14,0
1425012773,18,0
1425013073,17,0
1425013373,17,0
1425013673,25,0
