timestamp,value,label
1424958173,8,0
1424958473,8,0
1424958773,5,0
1424959073,13,0
1424959373,22,0
1424959673,17,0
1424959973,12,0
1424960273,7,0
1424960573,10,0
1424960873,13,0
1424961173,6,0
1424961473,10,0
1424961773,17,0
1424962073,8,0
1424962373,7,0
1424962673,11,0
1424962973,11,0
1424963273,10,0
1424963573,6,0
1424963873,7,0
1424964173,16,0
1424964473,5,0
1424964773,11,0
1424965073,9,0
1424965373,22,0
1424965673,4,0
1424965973,14,0
1424966273,21,0
1424966573,9,0
1424966873,9,0
1424967173,6,0
1424967473,7,0
1424967773,7,0
1424968073,6,0
1424968373,15,0
1424968673,10,0
1424968973,7,0
1424969273,6,0
1424969573,9,0
1424969873,8,0
1424970173,13,0
1424970473,7,0
1424970773,5,0
1424971073,7,0
1424971373,16,0
1424971673,7,0
1424971973,12,0
1424972273,10,0
1424972573,7,0
1424972873,9,0
1424973173,11,0
1424973473,26,0
1424973773,13,0
1424974073,7,0
1424974373,9,0
1424974673,10,0
1424974973,14,0
1424975273,22,0
1424975573,6,0
1424975873,8,0
1424976173,6,0
1424976473,14,0
1424976773,26,0
1424977073,5,0
1424977373,4,0
1424977673,19,0
1424977973,18,0
1424978273,14,0
1424978573,15,0
1424978873,31,0
1424979173,12,0
1424979473,8,0
1424979773,12,0
1424980073,10,0
1424980373,8,0
1424980673,14,0
1424980973,10,0
1424981273,9,0
1424981573,6,0
1424981873,9,0
1424982173,14,0
1424982473,8,0
1424982773,10,0
1424983073,10,0
1424983373,8,0
1424983673,8,0
1424983973,8,0
1424984273,5,0
1424984573,10,0
1424984873,4,0
1424985173,24,0
1424985473,54,0
1424985773,82,0
1424986073,25,0
1424986373,19,0
1424986673,26,0
1424986973,7,0
1424987273,11,0
1424987573,8,0
1424987873,18,0
1424988173,8,0
1424988473,7,0
1424988773,12,0
1424989073,8,0
1424989373,8,0
1424989673,9,0
1424989973,4,0
1424990273,6,0
1424990573,7,0
1424990873,5,0
1424991173,11,0
1424991473,4,0
1424991773,10,0
1424992073,6,0
1424992373,5,0
1424992673,2,0
1424992973,10,0
1424993273,9,0
1424993573,6,0
1424993873,3,0
1424994173,3,0
1424994473,2,0
1424994773,4,0
1424995073,6,0
1424995373,6,0
1424995673,5,0
1424995973,12,0
1424996273,7,0
1424996573,6,0
1424996873,6,0
1424997173,7,0
1424997473,4,0
1424997773,3,0
1424998073,3,0
1424998373,4,0
1424998673,13,0
1424998973,8,0
1424999273,5,0
1424999573,9,0
1424999873,10,0
1425000173,7,0
1425000473,3,0
1425000773,5,0
1425001073,6,0
1425001373,4,0
1425001673,3,0
1425001973,5,0
1425002273,7,0
1425002573,6,0
1425002873,7,0
1425003173,2,0
1425003473,15,0
1425003773,12,0
1425004073,6,0
1425004373,5,0
1425004673,4,0
1425004973,7,0
1425005273,6,0
1425005573,3,0
1425005873,9,0
1425006173,7,0
1425006473,10,0
1425006773,6,0
1425007073,8,0
1425007373,8,0
1425007673,15,0
1425007973,9,0
1425008273,6,0
1425008573,10,0
1425008873,11,0
1425009173,10,0
1425009473,3,0
1425009773,6,0
1425010073,10,0
1425010373,10,0
1425010673,6,0
1425010973,4,0
1425011273,11,0
1425011573,5,0
1425011873,5,0
1425012173,6,0
1425012473,7,0
1425012773,9,0
1425013073,6,0
1425013373,7,0
1425013673,9,0
1425013973,10,0
1425014273,14,0
1425014573,11,0
1425014873,15,0
1425015173,21,0
1425015473,15,0
1425015773,5,0
1425016073,14,0
1425016373,19,0
1425016673,14,0
1425016973,7,0
1425017273,7,0
1425017573,8,0
1425017873,9,0
1425018173,15,0
1425018473,19,0
1425018773,11,0
1425019073,11,0
1425019373,18,0
1425019673,9,0
1425019973,6,0
1425020273,7,0
1425020573,14,0
1425020873,5,0
1425021173,6,0
1425021473,12,0
1425021773,17,0
1425022073,14,0
1425022373,20,0
1425022673,9,0
1425022973,20,0
1425023273,15,0
1425023573,3,0
1425023873,11,0
1425024173,10,0
1425024473,20,0
1425024773,15,0
1425025073,10,0
1425025373,19,0
1425025673,15,0
1425025973,17,0
1425026273,8,0
1425026573,9,0
1425026873,15,0
1425027173,18,0
1425027473,19,0
1425027773,18,0
1425028073,13,0
1425028373,6,0
1425028673,9,0
1425028973,8,0
1425029273,14,0
1425029573,10,0
1425029873,14,0
1425030173,10,0
1425030473,15,0
1425030773,9,0
1425031073,22,0
1425031373,22,0
1425031673,16,0
1425031973,7,0
1425032273,13,0
1425032573,16,0
1425032873,14,0
1425033173,20,0
1425033473,9,0
1425033773,14,0
1425034073,14,0
1425034373,20,0
1425034673,14,0
1425034973,20,0
1425035273,17,0
1425035573,20,0
1425035873,24,0
1425036173,8,0
1425036473,16,0
1425036773,7,0
1425037073,11,0
1425037373,7,0
1425037673,10,0
1425037973,6,0
1425038273,9,0
1425038573,9,0
1425038873,10,0
1425039173,6,0
1425039473,10,0
1425039773,21,0
1425040073,11,0
1425040373,12,0
1425040673,9,0
1425040973,17,0
1425041273,15,0
1425041573,4,0
1425041873,16,0
1425042173,11,0
1425042473,6,0
1425042773,15,0
1425043073,6,0
1425043373,8,0
1425043673,10,0
1425043973,7,0
1425044273,11,0
1425044573,13,0
1425044873,14,0
1425045173,6,0
1425045473,7,0
1425045773,8,0
1425046073,6,0
1425046373,2,0
1425046673,8,0
1425046973,7,0
1425047273,11,0
1425047573,18,0
1425047873,13,0
1425048173,9,0
1425048473,11,0
1425048773,11,0
1425049073,50,0
1425049373,11,0
1425049673,8,0
1425049973,9,0
1425050273,8,0
1425050573,12,0
1425050873,13,0
1425051173,5,0
1425051473,9,0
1425051773,4,0
1425052073,1,0
1425052373,12,0
1425052673,15,0
1425052973,8,0
1425053273,16,0
1425053573,11,0
1425053873,10,0
1425054173,11,0
1425054473,6,0
1425054773,4,0
1425055073,7,0
1425055373,8,0
1425055673,9,0
1425055973,8,0
1425056273,12,0
1425056573,5,0
1425056873,5,0
1425057173,4,0
1425057473,2,0
1425057773,8,0
1425058073,4,0
1425058373,4,0
1425058673,8,0
1425058973,3,0
1425059273,10,0
1425059573,12,0
1425059873,10,0
1425060173,3,0
1425060473,6,0
1425060773,4,0
1425061073,3,0
1425061373,3,0
1425061673,3,0
1425061973,7,0
1425062273,4,0
1425062573,8,0
1425062873,2,0
1425063173,2,0
1425063473,2,0
1425063773,10,0
1425064073,12,0
1425064373,7,0
1425064673,4,0
1425064973,2,0
1425065273,7,0
1425065573,7,0
1425065873,8,0
1425066173,9,0
1425066473,7,0
1425066773,6,0
1425067073,3,0
1425067373,0,0
1425067673,11,0
1425067973,3,0
1425068273,10,0
1425068573,4,0
1425068873,2,0
1425069173,6,0
1425069473,3,0
1425069773,3,0
1425070073,3,0
1425070373,11,0
1425070673,9,0
1425070973,2,0
1425071273,1,0
1425071573,4,0
1425071873,3,0
1425072173,3,0
1425072473,2,0
1425072773,2,0
1425073073,3,0
1425073373,5,0
1425073673,3,0
1425073973,2,0
1425074273,4,0
1425074573,2,0
1425074873,2,0
1425075173,4,0
1425075473,2,0
1425075773,3,0
1425076073,5,0
1425076373,2,0
1425076673,1,0
1425076973,1,0
1425077273,2,0
1425077573,7,0
1425077873,1,0
1425078173,1,0
1425078473,0,0
1425078773,1,0
1425079073,4,0
1425079373,6,0
1425079673,2,0
1425079973,3,0
1425080273,2,0
1425080573,1,0
1425080873,0,0
1425081173,3,0
1425081473,4,0
1425081773,3,0
1425082073,9,0
1425082373,10,0
1425082673,8,0
1425082973,4,0
1425083273,2,0
1425083573,5,0
1425083873,4,0
1425084173,4,0
1425084473,7,0
1425084773,4,0
1425085073,5,0
1425085373,2,0
1425085673,5,0
1425085973,7,0
1425086273,5,0
1425086573,1,0
1425086873,3,0
1425087173,2,0
1425087473,2,0
1425087773,5,0
1425088073,4,0
1425088373,1,0
1425088673,9,0
1425088973,3,0
1425089273,2,0
1425089573,6,0
1425089873,2,0
1425090173,9,0
1425090473,6,0
1425090773,8,0
1425091073,8,0
1425091373,6,0
1425091673,11,0
1425091973,8,0
1425092273,8,0
1425092573,1,0
1425092873,1,0
1425093173,7,0
1425093473,6,0
1425093773,3,0
1425094073,3,0
1425094373,3,0
1425094673,1,0
1425094973,1,0
1425095273,3,0
1425095573,2,0
1425095873,4,0
1425096173,3,0
1425096473,4,0
1425096773,1,0
1425097073,3,0
1425097373,6,0
1425097673,5,0
1425097973,4,0
1425098273,7,0
1425098573,3,0
1425098873,4,0
1425099173,4,0
1425099473,4,0
1425099773,6,0
1425100073,10,0
1425100373,8,0
1425100673,5,0
1425100973,7,0
1425101273,4,0
1425101573,4,0
1425101873,4,0
1425102173,9,0
1425102473,12,0
1425102773,14,0
1425103073,9,0
1425103373,8,0
1425103673,8,0
1425103973,8,0
1425104273,3,0
1425104573,9,0
1425104873,8,0
1425105173,1,0
1425105473,4,0
1425105773,6,0
1425106073,7,0
1425106373,8,0
1425106673,9,0
1425106973,9,0
1425107273,1,0
1425107573,5,0
1425107873,8,0
1425108173,4,0
1425108473,15,0
1425108773,13,0
1425109073,10,0
1425109373,13,0
1425109673,15,0
1425109973,8,0
1425110273,8,0
1425110573,14,0
1425110873,9,0
1425111173,6,0
1425111473,6,0
1425111773,6,0
1425112073,11,0
1425112373,122,0
1425112673,79,0
1425112973,7,0
1425113273,3,0
1425113573,9,0
1425113873,6,0
1425114173,5,0
1425114473,1,0
1425114773,7,0
1425115073,10,0
1425115373,14,0
1425115673,8,0
1425115973,10,0
1425116273,6,0
1425116573,6,0
1425116873,5,0
1425117173,0,0
1425117473,4,0
1425117773,8,0
1425118073,7,0
1425118373,6,0
1425118673,8,0
1425118973,6,0
1425119273,5,0
1425119573,15,0
1425119873,15,0
1425120173,8,0
1425120473,9,0
1425120773,2,0
1425121073,3,0
1425121373,3,0
1425121673,14,0
1425121973,9,0
1425122273,6,0
1425122573,3,0
1425122873,5,0
1425123173,6,0
1425123473,3,0
1425123773,3,0
1425124073,7,0
1425124373,7,0
1425124673,10,0
1425124973,7,0
1425125273,7,0
1425125573,4,0
1425125873,9,0
1425126173,14,0
1425126473,6,0
1425126773,4,0
1425127073,3,0
1425127373,7,0
1425127673,5,0
1425127973,13,0
1425128273,11,0
1425128573,5,0
1425128873,9,0
1425129173,4,0
1425129473,8,0
1425129773,7,0
1425130073,9,0
1425130373,4,0
1425130673,6,0
1425130973,13,0
1425131273,5,0
1425131573,5,0
1425131873,12,0
1425132173,14,0
1425132473,9,0
1425132773,3,0
1425133073,7,0
1425133373,2,0
1425133673,3,0
1425133973,7,0
1425134273,2,0
1425134573,8,0
1425134873,6,0
1425135173,4,0
1425135473,1,0
1425135773,6,0
1425136073,6,0
1425136373,3,0
1425136673,3,0
1425136973,5,0
1425137273,3,0
1425137573,3,0
1425137873,5,0
1425138173,5,0
1425138473,5,0
1425138773,12,0
1425139073,5,0
1425139373,8,0
1425139673,3,0
1425139973,6,0
1425140273,5,0
1425140573,3,0
1425140873,5,0
1425141173,3,0
1425141473,1,0
1425141773,2,0
1425142073,11,0
1425142373,17,0
1425142673,9,0
1425142973,6,0
1425143273,531,0
1425143573,110,0
1425143873,52,0
1425144173,55,0
1425144473,54,0
1425144773,40,0
1425145073,54,0
1425145373,34,0
1425145673,22,0
1425145973,23,0
1425146273,15,0
1425146573,17,0
1425146873,9,0
1425147173,20,0
1425147473,16,0
1425147773,20,0
1425148073,21,0
1425148373,11,0
1425148673,4,0
1425148973,17,0
1425149273,8,0
1425149573,13,0
1425149873,16,0
1425150173,13,0
1425150473,17,0
1425150773,10,0
1425151073,10,0
1425151373,5,0
1425151673,9,0
1425151973,9,0
1425152273,8,0
1425152573,7,0
1425152873,7,0
1425153173,6,0
1425153473,7,0
1425153773,4,0
1425154073,4,0
1425154373,14,0
1425154673,11,0
1425154973,7,0
1425155273,6,0
1425155573,6,0
1425155873,4,0
1425156173,6,0
1425156473,4,0
1425156773,17,0
1425157073,16,0
1425157373,9,0
1425157673,14,0
1425157973,9,0
1425158273,6,0
1425158573,8,0
1425158873,13,0
1425159173,8,0
1425159473,5,0
1425159773,9,0
1425160073,7,0
1425160373,3,0
1425160673,2,0
1425160973,5,0
1425161273,7,0
1425161573,4,0
1425161873,2,0
1425162173,5,0
1425162473,3,0
1425162773,4,0
1425163073,2,0
1425163373,6,0
1425163673,7,0
1425163973,5,0
1425164273,5,0
1425164573,5,0
1425164873,1,0
1425165173,6,0
1425165473,5,0
1425165773,7,0
1425166073,4,0
1425166373,5,0
1425166673,1,0
1425166973,4,0
1425167273,4,0
1425167573,3,0
1425167873,7,0
1425168173,7,0
1425168473,7,0
1425168773,7,0
1425169073,6,0
1425169373,3,0
1425169673,5,0
1425169973,8,0
1425170273,12,0
1425170573,14,0
1425170873,14,0
1425171173,12,0
1425171473,7,0
1425171773,11,0
1425172073,20,0
1425172373,16,0
1425172673,9,0
1425172973,12,0
1425173273,13,0
1425173573,4,0
1425173873,19,0
1425174173,11,0
1425174473,4,0
1425174773,10,0
1425175073,10,0
1425175373,8,0
1425175673,7,0
1425175973,3,0
1425176273,12,0
1425176573,2,0
1425176873,7,0
1425177173,3,0
1425177473,4,0
1425177773,4,0
1425178073,12,0
1425178373,9,0
1425178673,8,0
1425178973,9,0
1425179273,4,0
1425179573,6,0
1425179873,5,0
1425180173,10,0
1425180473,8,0
1425180773,5,0
1425181073,7,0
1425181373,5,0
1425181673,5,0
1425181973,6,0
1425182273,6,0
1425182573,1,0
1425182873,5,0
1425183173,8,0
1425183473,9,0
1425183773,7,0
1425184073,8,0
1425184373,3,0
1425184673,10,0
1425184973,14,0
1425185273,12,0
1425185573,12,0
1425185873,13,0
1425186173,9,0
1425186473,6,0
1425186773,7,0
1425187073,5,0
1425187373,5,0
1425187673,4,0
1425187973,9,0
1425188273,6,0
1425188573,9,0
1425188873,5,0
1425189173,7,0
1425189473,7,0
1425189773,7,0
1425190073,6,0
1425190373,8,0
1425190673,6,0
1425190973,9,0
1425191273,10,0
1425191573,7,0
1425191873,10,0
1425192173,7,0
1425192473,5,0
1425192773,7,0
1425193073,4,0
1425193373,3,0
1425193673,6,0
1425193973,7,0
1425194273,8,0
1425194573,7,0
1425194873,10,0
1425195173,5,0
1425195473,6,0
1425195773,7,0
1425196073,2,0
1425196373,5,0
1425196673,10,0
1425196973,8,0
1425197273,9,0
1425197573,18,0
1425197873,16,0
1425198173,12,0
1425198473,15,0
1425198773,6,0
1425199073,5,0
1425199373,8,0
1425199673,16,0
1425199973,11,0
1425200273,14,0
1425200573,15,0
1425200873,5,0
1425201173,11,0
1425201473,7,0
1425201773,9,0
1425202073,9,0
1425202373,12,0
1425202673,10,0
1425202973,8,0
1425203273,19,0
1425203573,9,0
1425203873,15,0
1425204173,5,0
1425204473,10,0
1425204773,11,0
1425205073,11,0
1425205373,8,0
1425205673,5,0
1425205973,14,0
1425206273,15,0
