timestamp,value,label
1424958173,2,0
1424958473,2,0
1424958773,4,0
1424959073,3,0
1424959373,5,0
1424959673,1,0
1424959973,1,0
1424960273,2,0
1424960573,8,0
1424960873,4,0
1424961173,2,0
1424961473,3,0
1424961773,1,0
1424962073,5,0
1424962373,4,0
1424962673,6,0
1424962973,1,0
1424963273,3,0
1424963573,9,0
1424963873,4,0
1424964173,2,0
1424964473,4,0
1424964773,1,0
1424965073,4,0
1424965373,6,0
1424965673,4,0
1424965973,5,0
1424966273,6,0
1424966573,2,0
1424966873,4,0
1424967173,2,0
1424967473,1,0
1424967773,2,0
1424968073,2,0
1424968373,6,0
1424968673,6,0
1424968973,3,0
1424969273,4,0
1424969573,3,0
1424969873,4,0
1424970173,5,0
1424970473,2,0
1424970773,8,0
1424971073,4,0
1424971373,5,0
1424971673,6,0
1424971973,4,0
1424972273,6,0
1424972573,9,0
1424972873,7,0
1424973173,5,0
1424973473,6,0
1424973773,6,0
1424974073,5,0
1424974373,2,0
1424974673,1,0
1424974973,2,0
1424975273,2,0
1424975573,3,0
1424975873,4,0
1424976173,4,0
1424976473,2,0
1424976773,5,0
1424977073,3,0
1424977373,3,0
1424977673,1,0
1424977973,3,0
1424978273,4,0
1424978573,2,0
1424978873,3,0
1424979173,2,0
1424979473,0,0
1424979773,3,0
1424980073,2,0
1424980373,5,0
1424980673,2,0
1424980973,1,0
1424981273,0,0
1424981573,0,0
1424981873,0,0
1424982173,1,0
1424982473,0,0
1424982773,1,0
1424983073,4,0
1424983373,1,0
1424983673,0,0
1424983973,0,0
1424984273,0,0
1424984573,1,0
1424984873,0,0
1424985173,1,0
1424985473,5,0
1424985773,2,0
1424986073,1,0
1424986373,2,0
1424986673,2,0
1424986973,0,0
1424987273,0,0
1424987573,0,0
1424987873,1,0
1424988173,0,0
1424988473,0,0
1424988773,3,0
1424989073,2,0
1424989373,1,0
1424989673,1,0
1424989973,0,0
1424990273,5,0
1424990573,0,0
1424990873,1,0
1424991173,0,0
1424991473,0,0
1424991773,1,0
1424992073,0,0
1424992373,1,0
1424992673,0,0
1424992973,0,0
1424993273,1,0
1424993573,0,0
1424993873,0,0
1424994173,1,0
1424994473,1,0
1424994773,1,0
1424995073,4,0
1424995373,4,0
1424995673,1,0
1424995973,1,0
1424996273,0,0
1424996573,1,0
1424996873,2,0
1424997173,1,0
1424997473,2,0
1424997773,2,0
1424998073,0,0
1424998373,0,0
1424998673,1,0
1424998973,2,0
1424999273,0,0
1424999573,3,0
1424999873,0,0
1425000173,1,0
1425000473,0,0
1425000773,0,0
1425001073,0,0
1425001373,0,0
1425001673,1,0
1425001973,0,0
1425002273,1,0
1425002573,1,0
1425002873,0,0
1425003173,0,0
1425003473,2,0
1425003773,0,0
1425004073,1,0
1425004373,1,0
1425004673,0,0
1425004973,2,0
1425005273,0,0
1425005573,2,0
1425005873,1,0
1425006173,0,0
1425006473,1,0
1425006773,0,0
1425007073,0,0
1425007373,0,0
1425007673,0,0
1425007973,2,0
1425008273,1,0
1425008573,1,0
1425008873,3,0
1425009173,0,0
1425009473,1,0
1425009773,0,0
1425010073,1,0
1425010373,0,0
1425010673,11,0
1425010973,0,0
1425011273,0,0
1425011573,0,0
1425011873,0,0
1425012173,1,0
1425012473,1,0
1425012773,4,0
1425013073,1,0
1425013373,0,0
1425013673,1,0
1425013973,1,0
1425014273,2,0
1425014573,2,0
1425014873,1,0
1425015173,3,0
1425015473,1,0
1425015773,1,0
1425016073,1,0
1425016373,3,0
1425016673,1,0
1425016973,0,0
1425017273,2,0
1425017573,4,0
1425017873,0,0
1425018173,11,0
1425018473,7,0
1425018773,3,0
1425019073,3,0
1425019373,6,0
1425019673,3,0
1425019973,3,0
1425020273,2,0
1425020573,4,0
1425020873,2,0
1425021173,2,0
1425021473,3,0
1425021773,2,0
1425022073,1,0
1425022373,2,0
1425022673,0,0
1425022973,6,0
1425023273,1,0
1425023573,2,0
1425023873,3,0
1425024173,1,0
1425024473,3,0
1425024773,1,0
1425025073,4,0
1425025373,5,0
1425025673,8,0
1425025973,8,0
1425026273,0,0
1425026573,4,0
1425026873,3,0
1425027173,3,0
1425027473,11,0
1425027773,7,0
1425028073,11,0
1425028373,5,0
1425028673,4,0
1425028973,3,0
1425029273,9,0
1425029573,5,0
1425029873,4,0
1425030173,4,0
1425030473,5,0
1425030773,4,0
1425031073,2,0
1425031373,5,0
1425031673,3,0
1425031973,5,0
