timestamp,value,label
1424958173,7,0
1424958473,4,0
1424958773,14,0
1424959073,6,0
1424959373,1,0
1424959673,9,0
1424959973,7,0
1424960273,11,0
1424960573,9,0
1424960873,14,0
1424961173,7,0
1424961473,6,0
1424961773,6,0
1424962073,11,0
1424962373,8,0
1424962673,13,0
1424962973,6,0
1424963273,6,0
1424963573,3,0
1424963873,6,0
1424964173,5,0
1424964473,4,0
1424964773,6,0
1424965073,5,0
1424965373,5,0
1424965673,4,0
1424965973,2,0
1424966273,4,0
1424966573,5,0
1424966873,5,0
1424967173,1,0
1424967473,6,0
1424967773,3,0
1424968073,6,0
1424968373,8,0
1424968673,3,0
1424968973,10,0
1424969273,7,0
1424969573,3,0
1424969873,6,0
1424970173,8,0
1424970473,11,0
1424970773,6,0
1424971073,1,0
1424971373,2,0
1424971673,6,0
1424971973,5,0
1424972273,5,0
1424972573,9,0
1424972873,6,0
1424973173,2,0
1424973473,4,0
1424973773,8,0
1424974073,8,0
1424974373,10,0
1424974673,2,0
1424974973,3,0
1424975273,2,0
1424975573,2,0
1424975873,9,0
1424976173,6,0
1424976473,5,0
1424976773,2,0
1424977073,8,0
1424977373,0,0
1424977673,9,0
1424977973,9,0
1424978273,1,0
1424978573,8,0
1424978873,2,0
1424979173,2,0
1424979473,2,0
1424979773,1,0
1424980073,3,0
1424980373,2,0
1424980673,4,0
1424980973,3,0
1424981273,1,0
1424981573,2,0
1424981873,1,0
1424982173,1,0
1424982473,3,0
1424982773,2,0
1424983073,1,0
1424983373,2,0
1424983673,3,0
1424983973,4,0
1424984273,60,0
1424984573,0,0
1424984873,2,0
1424985173,1,0
1424985473,1,0
1424985773,1,0
1424986073,0,0
1424986373,6,0
1424986673,4,0
1424986973,2,0
1424987273,1,0
1424987573,2,0
1424987873,3,0
1424988173,1,0
1424988473,5,0
1424988773,2,0
1424989073,2,0
1424989373,7,0
1424989673,0,0
1424989973,0,0
1424990273,1,0
1424990573,1,0
1424990873,1,0
1424991173,1,0
1424991473,0,0
1424991773,1,0
1424992073,2,0
1424992373,0,0
1424992673,1,0
1424992973,3,0
1424993273,0,0
1424993573,0,0
1424993873,1,0
1424994173,2,0
1424994473,2,0
1424994773,1,0
1424995073,1,0
1424995373,5,0
1424995673,3,0
1424995973,3,0
1424996273,4,0
1424996573,2,0
1424996873,1,0
1424997173,2,0
1424997473,2,0
1424997773,3,0
1424998073,2,0
1424998373,4,0
1424998673,4,0
1424998973,0,0
1424999273,1,0
1424999573,1,0
1424999873,1,0
1425000173,2,0
1425000473,2,0
1425000773,3,0
1425001073,4,0
1425001373,0,0
1425001673,4,0
1425001973,1,0
1425002273,1,0
1425002573,5,0
1425002873,5,0
1425003173,7,0
1425003473,6,0
1425003773,2,0
1425004073,13,0
1425004373,2,0
1425004673,2,0
1425004973,0,0
1425005273,1,0
1425005573,0,0
1425005873,8,0
1425006173,2,0
1425006473,3,0
1425006773,1,0
1425007073,1,0
1425007373,2,0
1425007673,0,0
