timestamp,value,label
1416726000,214.160410236321,0
1416729600,52.7045561058922,0
1416733200,413.431027915486,0
1416736800,497.704475434517,0
1416740400,452.220471731087,0
1416744000,228.969152783879,0
1416747600,417.370229132078,0
1416751200,607.636128133833,0
1416754800,740.346321452034,0
1416758400,1212.31603137545,0
1416762000,1029.44002401635,0
1416765600,856.38675086106,0
1416769200,875.729847172997,0
1416772800,1086.09370206368,0
1416776400,1153.21786059545,0
1416780000,1200.12638906279,0
1416783600,1368.07619738771,0
1416787200,1240.87866174906,0
1416790800,1507.38911861595,0
1416794400,1286.37335764111,0
1416798000,1493.35570220702,0
1416801600,1629.42437997475,0
1416805200,1624.58552362129,0
1416808800,1762.2171170045,0
1416812400,1648.27513898603,0
1416816000,1758.32983387744,0
1416819600,1866.85839199945,0
1416823200,1590.6133022177,0
1416826800,1499.85412082603,0
1416830400,1714.04710554712,0
1416834000,1663.49599007265,0
1416837600,1604.08800198198,0
1416841200,1606.98013977384,0
1416844800,1552.72130879907,0
1416848400,1750.23732963898,0
1416852000,1790.15796361453,0
1416855600,1731.57358387962,0
1416859200,1465.64147606245,0
1416862800,1693.10984678498,0
1416866400,1403.89545906657,0
1416870000,1683.39613702153,0
1416873600,1438.74520233169,0
1416877200,1220.46979685943,0
1416880800,1101.35872622689,0
1416884400,986.741952819471,0
1416888000,939.789621107295,0
1416891600,794.182561182354,0
1416895200,1164.83946693781,0
1416898800,1043.64464363045,0
1416902400,802.780264277075,0
1416906000,810.859910276795,0
1416909600,635.223947966648,0
1416913200,1016.31970390695,0
1416916800,422.420571560146,0
1416920400,468.966590608935,0
1416924000,445.825667323825,0
1416927600,433.556827574417,0
1416931200,235.703492334006,0
1416934800,-163.776190389271,0
1416938400,-76.8090798158215,0
1416942000,118.614367616044,0
1416945600,-4.5547919966798,0
1416949200,-215.452524057551,0
1416952800,-141.226442533528,0
1416956400,-309.450558880779,0
1416960000,-191.75251328421,0
1416963600,-509.342470799835,0
1416967200,-266.544242462208,0
1416970800,-327.238769432259,0
1416974400,-394.519937702486,0
1416978000,-435.597526164311,0
1416981600,-426.594188464738,0
1416985200,-597.41055544118,0
1416988800,-532.423258020146,0
1416992400,-421.940194591253,0
1416996000,-362.456408064939,0
1416999600,-522.551748303902,0
1417003200,-565.723972726562,0
1417006800,-689.713082126441,0
1417010400,-765.438918850366,0
1417014000,-648.442505820633,0
1417017600,-299.344255302735,0
1417021200,-353.122932570162,0
1417024800,-484.058009185614,0
1417028400,-483.544438956813,0
1417032000,-444.276712081963,0
1417035600,-173.312018866558,0
1417039200,-330.682960741184,0
1417042800,-32.1002539982169,0
1417046400,-73.9688309210235,0
1417050000,91.4522217845895,0
1417053600,-194.052087915101,0
1417057200,15.9141463165631,0
1417060800,-55.6915131304137,0
1417064400,257.01139110233,0
1417068000,258.267015380338,0
1417071600,274.395648693357,0
1417075200,637.677594932443,0
1417078800,525.919065809634,0
1417082400,737.352174583374,0
1417086000,792.453059927053,0
1417089600,632.700027527763,0
1417093200,751.009558862883,0
1417096800,951.050698363827,0
1417100400,855.57651850335,0
1417104000,1224.79097465219,0
1417107600,1020.1644566699,0
1417111200,1582.24502012624,0
1417114800,1333.57841509018,0
1417118400,1777.20323044427,0
1417122000,1532.26029891029,0
1417125600,1532.39983109764,0
1417129200,1781.58668952596,0
1417132800,1868.50833816839,0
1417136400,1677.91262933727,0
1417140000,2199.90342281934,0
1417143600,1929.05853442301,0
1417147200,2239.40636637429,0
1417150800,2337.8529715353,0
1417154400,2349.77590649998,0
1417158000,2374.11338265263,0
1417161600,2486.89074380928,0
1417165200,2340.78200583803,0
1417168800,2437.08794606339,0
1417172400,2436.28615940473,0
1417176000,2914.6906305263,0
1417179600,2941.51384893859,0
1417183200,2777.99142294329,0
1417186800,2567.73275216797,0
1417190400,2791.26829173632,0
1417194000,3055.94570697468,0
1417197600,2751.70326604779,0
1417201200,2967.4875112398,0
1417204800,2687.94921191712,0
1417208400,2956.51980834723,0
1417212000,2687.47028536225,0
1417215600,2634.00100891292,0
1417219200,2664.37851657506,0
1417222800,2659.81021266699,0
1417226400,2630.01263011876,0
1417230000,2868.26590660288,0
1417233600,2727.87768229991,0
1417237200,2628.44208361962,0
1417240800,2465.31735458536,0
1417244400,2432.50038196835,0
1417248000,2424.60973531684,0
1417251600,2316.65572284147,0
1417255200,2370.2505677116,0
1417258800,2460.83452173274,0
1417262400,2134.55049165058,0
1417266000,2498.54520006043,0
1417269600,1985.68178984657,0
1417273200,2114.29954961727,0
1417276800,2442.69494287417,0
1417280400,2134.48486424426,0
1417284000,1879.29905008902,0
1417287600,1708.49425715673,0
1417291200,1869.13090912959,0
1417294800,1700.53774059889,0
1417298400,1569.49004130873,0
1417302000,1608.67223703257,0
1417305600,1407.10687872778,0
1417309200,1843.11579276462,0
1417312800,1616.11014598676,0
1417316400,1403.14460761795,0
1417320000,1326.32327045766,0
1417323600,1060.03580189707,0
1417327200,1228.35373734655,0
1417330800,970.537372487307,0
1417334400,808.145468377646,0
1417338000,1220.51837951001,0
1417341600,717.976064415292,0
1417345200,773.936086627035,0
1417348800,679.806473026405,0
1417352400,587.786634165356,0
1417356000,802.269943597169,0
1417359600,430.380227851052,0
1417363200,616.757418483936,0
1417366800,536.318645085909,0
1417370400,388.458712058415,0
1417374000,589.199849306207,0
1417377600,524.273900534129,0
1417381200,496.315726399356,0
1417384800,752.597951443319,0
1417388400,688.314130011128,0
1417392000,600.984723404584,0
1417395600,658.681438402569,0
1417399200,537.678595791832,0
1417402800,651.787079897922,0
1417406400,894.327994441385,0
1417410000,751.635013100977,0
1417413600,822.517752981146,0
1417417200,1169.16734827022,0
1417420800,781.041640412573,0
1417424400,1104.48044293834,0
1417428000,1297.65901164762,0
1417431600,901.625989081708,0
1417435200,1143.14120544403,0
1417438800,1148.44943531015,0
1417442400,1206.48713727728,0
1417446000,1194.57425937644,0
1417449600,1298.96791582652,0
1417453200,1730.60401667212,0
1417456800,1707.21008620357,0
1417460400,1823.97617457984,0
1417464000,2039.18787854575,0
1417467600,1820.54848116293,0
1417471200,2103.05966857025,0
1417474800,2055.04644380763,0
1417478400,2078.00605278979,0
1417482000,2402.1517249424,0
1417485600,2353.44073654094,0
1417489200,2270.08589898583,0
1417492800,2497.11763746817,0
1417496400,2869.22383281862,0
1417500000,2909.11982358281,0
1417503600,2576.25732576562,0
1417507200,2915.15020090322,0
1417510800,3123.2917431143,0
1417514400,2810.06847717751,0
1417518000,3380.68151009747,0
1417521600,3146.27419077159,0
1417525200,3354.99527226872,0
1417528800,3352.33637901847,0
